member.uid___A001_X1465_X153.Aql_03_sci.spw25_27_29_31_33_35_37.cont.I.pbcor 0
member.uid___A001_X1465_X16f8.HT_Lup_sci.spw19_21_25_27.cont.I.pbcor 0
member.uid___A001_X1465_X1fb.IRAS_F13443p0802_sci.spw19_21_23_25.cont.I.tt0.pbcor 0
member.uid___A001_X1465_X2003.Ridge-M3_sci.spw16_18_20_22.cont.I.tt1.pbcor 0
member.uid___A001_X1465_X2182.30_Doradus_sci.spw25_27_29_31_33_35_37.cont.I.pbcor 0
member.uid___A001_X1465_X29b5.Eyelash_sci.spw22_24_26.cont.I.pbcor 0
member.uid___A001_X1465_X2de4.do_tauri_sci.spw23_25_27_29.cont.I.pbcor 0
member.uid___A001_X1465_X365c.J18264089-0345277_sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1465_X365e.J18290818-0139214_sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1465_X365e.J18293668-0150592_sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1465_X366a.J1830139501085150_sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X1465_X6a.M12_665_sci.spw17_19_21_23.cont.I.pbcor 0
member.uid___A001_X1465_X6e.M12_872_sci.spw17_19_21_23.cont.I.pbcor 0
member.uid___A001_X1467_X28b.Serpens_South_C7_sci.spw25_27_29_31_33_35.cont.I.pbcor 0
member.uid___A001_X1468_X1c8._G358.93__sci.spw25_27_29_31_33.cont.I.pbcor 0
member.uid___A001_X146e_Xe.AT2019qiz_sci.spw5_7_9_11.cont.I.tt0.pbcor 0
member.uid___A001_X14c2_X174.J1100p0846_sci.spw15_17_19.cont.I.pbcor 0
member.uid___A001_X1590_X2970.X_N_44_64_sci.spw6_14_17_19.cont.I.tt1.pbcor 0
member.uid___A001_X1590_X6ae.J2345-0449_sci.spw16.cont.I.pbcor 0
member.uid___A001_X2f6_X1e7.ari_l.QSO_B0208-512_sci.spw0_1_2_3_232999MHz.12m.cont.I.pbcor 0
member.uid___A001_X2f6_X1ff._4C_28.07__sci.spw17_19_21_23.cont.I.tt1.pbcor 0
member.uid___A001_X2fa_X152.ari_l.DCE064_sci.spw0_1_2_3_98023MHz.12m.cont.I.tt0.pbcor 0
member.uid___A001_X2fb_X5a4.ari_l.serp_smm9_sci.spw0_1_2_3_4_224564MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fb_Xc15.ari_l.HG2693_sci.spw0_1_2_3_4_226941MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fb_Xc21.ari_l.HG2830_sci.spw0_1_2_3_4_226769MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fe_X383.ari_l.MMS2_sci.spw0_1_2_3_224103MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fe_X383.ari_l.MMS6_sci.spw0_1_2_3_224111MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fe_X477.ari_l.DM_Tau_sci.spw0_1_2_3_484527MHz.12m.cont.I.pbcor 0
member.uid___A001_X2fe_X7e9.ari_l.Filament_1_sci.spw0_1_2_3_107773MHz.12m.cont.I.tt1.pbcor 0
member.uid___A001_X2fe_X7e9.ari_l.Filament_3_sci.spw0_1_2_3_107771MHz.12m.cont.I.tt0.pbcor 0
member.uid___A001_X33e_X40.UGC9799_sci.spw19_21_23_25.cont.I.pbcor 0
member.uid___A001_X33e_Xff.SMC0N69_sci.spw0_1_2_108225MHz.mos.7m.cont.I.tt0.pbcor 0
member.uid___A001_X879_X6b4.PSOJ183p05_sci.spw25_27_29_31.cont.I.pbcor 0
member.uid___A001_X879_Xa00.S09_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa03.S04_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa06.S63_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa09.S39_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa09.S45_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa0f.S17_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X879_Xa12.S25_sci.spw25_27_29_31_33_35_37_39_41_43_45_47_49.cont.I.pbcor 0
member.uid___A001_X87a_X10d.Pillar_16_sci.spw16_18_20_22_24_26.cont.I.pbcor 0
member.uid___A001_X87a_X807.ari_l.J1550-8258-405_sci.spw0_1_2_3_4_5_6_93094MHz.12m.cont.I.tt0.pbcor 0
member.uid___A001_X87c_X43e.n4636_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X87d_X1cb.ari_l.SDC13-JVLA12_sci.spw0_1_2_3_4_5_6_224466MHz.12m.cont.I.pbcor 0
member.uid___A001_X87d_X3f2.V380_sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X87d_X5fd.C2-10_sci.spw19_21_23_25_27.cont.I.pbcor 0
member.uid___A001_X87d_X678.uid___A002_Xc4d618_X2f92.hbc_494_sci.spw0.cont.I.manual.USB233GHz.image.pbcor 0
member.uid___A001_X885_X309.AGAL338.031-00.206_sci.spw25_27_29_31.cont.I.manual.image.pbcor 0
member.uid___A001_X885_X30b._AGAL345.073-00.196__sci.spw16_18_20_22.cont.I.pbcor 0
member.uid___A001_X888_X294.HE0232-0900_sci.spw21_23_25_27.cont.I.tt1.pbcor 0
member.uid___A001_X88f_X19f.IRAS_18566p0408_sci.spw25_27_29_31_33_35_37_39.cont.I.tt0.pbcor 0
member.uid___A001_X88f_X1e3.V4046_Sgr_sci.spw19_21_25_27.cont.I.pbcor 0
member.uid___A001_X88f_X27._AGAL351.581-00.352__sci.spw25_27_29_31_33_35_37_39.cont.I.pbcor 0
